state,year,yield_bu_acre
FLORIDA,2019,36.0
FLORIDA,2020,36.0
FLORIDA,2021,36.0
FLORIDA,2022,36.0
FLORIDA,2023,36.0
FLORIDA,2024,36.0
IOWA,2000,47.0
IOWA,2001,54.0
IOWA,2002,53.0
IOWA,2003,61.0
IOWA,2004,55.0
IOWA,2005,50.0
IOWA,2006,66.0
IOWA,2007,48.0
IOWA,2008,48.0
IOWA,2009,45.0
IOWA,2010,46.0
IOWA,2011,45.0
IOWA,2012,50.0
IOWA,2013,52.0
IOWA,2014,49.0
IOWA,2015,52.0
IOWA,2016,63.0
IOWA,2017,68.0
IOWA,2018,58.0
IOWA,2019,58.0
IOWA,2020,58.0
IOWA,2021,58.0
IOWA,2022,58.0
IOWA,2023,58.0
IOWA,2024,58.0
LOUISIANA,2000,53.0
LOUISIANA,2001,50.0
LOUISIANA,2002,40.0
LOUISIANA,2003,41.0
LOUISIANA,2004,50.0
LOUISIANA,2005,48.0
LOUISIANA,2006,53.0
LOUISIANA,2007,54.0
LOUISIANA,2008,57.0
LOUISIANA,2009,56.0
LOUISIANA,2010,51.0
LOUISIANA,2011,63.0
LOUISIANA,2012,49.0
LOUISIANA,2013,58.0
LOUISIANA,2014,62.0
LOUISIANA,2015,39.0
LOUISIANA,2016,45.0
LOUISIANA,2017,46.0
LOUISIANA,2018,65.0
LOUISIANA,2019,65.0
LOUISIANA,2020,65.0
LOUISIANA,2021,65.0
LOUISIANA,2022,65.0
LOUISIANA,2023,65.0
LOUISIANA,2024,65.0
MINNESOTA,2000,46.0
MINNESOTA,2001,29.0
MINNESOTA,2002,36.0
MINNESOTA,2003,42.0
MINNESOTA,2004,40.0
MINNESOTA,2005,36.0
MINNESOTA,2006,62.0
MINNESOTA,2007,45.0
MINNESOTA,2008,52.0
MINNESOTA,2009,45.0
MINNESOTA,2010,47.0
MINNESOTA,2011,56.0
MINNESOTA,2012,55.0
MINNESOTA,2013,43.0
MINNESOTA,2014,49.0
MINNESOTA,2015,58.0
MINNESOTA,2016,61.0
MINNESOTA,2017,45.0
MINNESOTA,2018,60.0
MINNESOTA,2019,60.0
MINNESOTA,2020,60.0
MINNESOTA,2021,60.0
MINNESOTA,2022,60.0
MINNESOTA,2023,60.0
MINNESOTA,2024,60.0
NEVADA,2000,100.0
NEVADA,2001,95.0
NEVADA,2002,86.0
NEVADA,2003,83.0
NEVADA,2004,110.0
NEVADA,2005,110.0
NEVADA,2006,110.0
NEVADA,2007,100.0
NEVADA,2008,104.0
NEVADA,2009,102.0
NEVADA,2010,109.0
NEVADA,2011,117.0
NEVADA,2012,77.0
NEVADA,2013,90.0
NEVADA,2014,110.0
NEVADA,2015,90.0
NEVADA,2016,75.0
NEVADA,2017,107.0
NEVADA,2018,120.0
NEVADA,2019,120.0
NEVADA,2020,120.0
NEVADA,2021,120.0
NEVADA,2022,120.0
NEVADA,2023,120.0
NEVADA,2024,120.0
WEST VIRGINIA,2000,61.0
WEST VIRGINIA,2001,58.0
WEST VIRGINIA,2002,48.0
WEST VIRGINIA,2003,41.0
WEST VIRGINIA,2004,52.0
WEST VIRGINIA,2005,60.0
WEST VIRGINIA,2006,61.0
WEST VIRGINIA,2007,57.0
WEST VIRGINIA,2008,60.0
WEST VIRGINIA,2009,50.0
WEST VIRGINIA,2010,54.0
WEST VIRGINIA,2011,59.0
WEST VIRGINIA,2012,65.0
WEST VIRGINIA,2013,52.0
WEST VIRGINIA,2014,64.0
WEST VIRGINIA,2015,60.0
WEST VIRGINIA,2016,61.0
WEST VIRGINIA,2017,69.0
WEST VIRGINIA,2018,46.0
WEST VIRGINIA,2019,46.0
WEST VIRGINIA,2020,46.0
WEST VIRGINIA,2021,46.0
WEST VIRGINIA,2022,46.0
WEST VIRGINIA,2023,46.0
WEST VIRGINIA,2024,46.0
